match_id,match_date,team1,team2,venue,toss_winner,toss_decision,winner,team1_avg_runs,team2_avg_runs,team1_avg_wickets,team2_avg_wickets,team1_run_rate,team2_run_rate,team1_death_run_rate,team2_death_run_rate,team1_matches,team2_matches,team1_inning_runs,team1_inning_wickets,team1_inning_run_rate,team1_death_runs,team2_inning_runs,team2_inning_wickets,team2_inning_run_rate,team2_death_runs
1422126,2024-03-27,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,field,Sunrisers Hyderabad,164.72413793103448,171.74193548387098,6.103448275862069,6.354838709677419,8.261840026448995,8.55424054309495,10.395140450119442,10.109645373813937,29,31,277,3,12.784615384615384,63,246,5,11.714285714285714,56
1422127,2024-03-28,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Rajasthan Royals,173.59375,161.9655172413793,5.78125,6.689655172413793,8.586069346108756,8.114864924034462,10.450666905253113,9.43720130673874,32,29,185,5,8.88,62,173,5,8.370967741935484,47
1422128,2024-03-29,Royal Challengers Bengaluru,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Kolkata Knight Riders,175.5,168.75862068965517,6.0,7.172413793103448,8.364719228587635,8.406721096490937,12.061583577712609,9.915728182133298,2,29,182,6,8.878048780487806,41,186,3,10.628571428571428,10
1422129,2024-03-30,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Lucknow Super Giants,167.74193548387098,175.06666666666666,6.387096774193548,7.0,8.162091125196078,8.500341480093793,9.77933585736499,9.952844944504609,31,30,199,8,9.552000000000001,42,178,5,8.754098360655739,38
1422130,2024-03-31,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,bat,Gujarat Titans,168.46666666666667,172.22857142857143,6.0,5.2,8.412599205054542,8.466896521537947,10.486152253860864,10.685630102961877,30,35,162,8,7.967213114754099,34,168,3,8.470588235294118,30
1422131,2024-03-31,Delhi Capitals,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,bat,Delhi Capitals,162.33333333333334,173.61290322580646,6.633333333333334,5.709677419354839,8.123401684631164,8.559032245022054,9.485785877063398,10.010665007819709,30,31,191,5,9.023622047244094,48,171,6,7.953488372093023,51
1422132,2024-04-01,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,174.0625,173.93939393939394,6.3125,5.757575757575758,8.652991954694661,8.594976335620611,10.217076168207035,10.593548617986883,32,33,125,9,6.048387096774193,14,127,4,7.696969696969697,0
1422133,2024-04-02,Lucknow Super Giants,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Lucknow Super Giants,168.71875,177.66666666666666,6.4375,6.0,8.205525777533701,8.535829079221026,9.764469106563933,11.321055718475073,32,3,181,5,8.619047619047619,40,153,10,7.524590163934427,30
1422134,2024-04-03,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,bat,Kolkata Knight Riders,169.33333333333334,163.25806451612902,7.033333333333333,6.580645161290323,8.480782774226954,8.152441051167065,9.995892482820478,9.538823783725388,30,31,272,7,12.179104477611942,67,166,10,9.054545454545455,5
1422135,2024-04-04,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,field,Punjab Kings,172.11111111111111,175.16129032258064,5.138888888888889,6.935483870967742,8.466999069142286,8.508527185918371,10.651003077463718,9.924126153314795,36,31,199,4,9.629032258064516,58,200,7,9.75609756097561,47
1422136,2024-04-05,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,173.53125,168.25806451612902,5.71875,6.064516129032258,8.54010899899302,8.398231911819044,10.041261888511434,10.41994717873217,32,31,165,5,8.181818181818182,33,166,4,8.972972972972974,23
1422137,2024-04-06,Royal Challengers Bengaluru,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Rajasthan Royals,171.5,172.55882352941177,7.0,5.705882352941177,8.283019350399375,8.56856437566029,10.365791788856304,10.593548617986883,4,34,183,3,8.784,39,189,4,9.610169491525424,29
1422138,2024-04-07,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,Mumbai Indians,172.57575757575756,163.34375,6.393939393939394,6.6875,8.574064534757678,8.18063181377264,10.007167537950565,9.338646672422419,33,32,234,5,10.883720930232558,84,205,8,10.081967213114755,52
1422139,2024-04-07,Lucknow Super Giants,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Lucknow Super Giants,169.0909090909091,172.83783783783784,6.393939393939394,5.108108108108108,8.218056742428061,8.49840537154559,9.759163651513484,10.713166572225528,33,37,163,5,8.082644628099173,42,130,10,6.39344262295082,28
1426260,2024-04-08,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Chennai Super Kings,172.6451612903226,173.27272727272728,7.032258064516129,5.696969696969697,8.600083474336147,8.529251701502874,10.139084204401842,9.98347924694655,31,33,137,9,6.421875,28,141,3,7.761467889908256,13
1426261,2024-04-09,Sunrisers Hyderabad,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,Sunrisers Hyderabad,168.1875,175.9375,6.0,6.9375,8.416192569980105,8.547513760138912,10.426251612172571,9.984988614870968,32,32,182,9,8.736,36,180,6,8.571428571428571,64
1426262,2024-04-10,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,field,Gujarat Titans,173.02857142857144,171.71052631578948,5.6571428571428575,5.2368421052631575,8.598324521827866,8.443011615003622,10.534375223674793,10.662597347656135,35,38,196,3,9.259842519685039,57,199,7,9.328125,61
1426263,2024-04-11,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,173.8,174.38235294117646,6.2,6.352941176470588,8.3832154803195,8.641995605212822,10.164633431085043,10.213010945891456,5,34,196,8,9.1875,47,199,3,12.4375,0
1426264,2024-04-12,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Delhi Capitals,168.91176470588235,164.6060606060606,6.352941176470588,6.7272727272727275,8.214074033183094,8.23824803799513,9.782314787403688,9.436813963909216,34,33,167,7,7.889763779527558,46,170,4,9.107142857142856,20
1426265,2024-04-13,Punjab Kings,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,field,Rajasthan Royals,176.06060606060606,173.66666666666666,6.909090909090909,5.583333333333333,8.548238451390114,8.616700021768343,10.090033476015286,10.572518503208158,33,36,147,8,7.056,44,152,7,7.475409836065574,47
1426266,2024-04-14,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,168.85714285714286,171.53125,6.371428571428571,7.09375,8.204808025935794,8.532014459513142,9.820426460512667,9.999196276466856,35,32,161,7,7.606299212598425,43,162,2,9.257142857142858,0
1426267,2024-04-14,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,172.3235294117647,175.0857142857143,5.617647058823529,6.257142857142857,8.506669824691267,8.750438587921026,9.91524552047947,10.213010945891456,34,35,206,4,9.888,55,186,6,9.0,51
1426268,2024-04-15,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,168.6060606060606,177.5,6.090909090909091,6.5,8.425883704223132,8.51726290026625,10.360046633907562,10.278220166929843,33,6,287,3,13.045454545454545,70,262,7,11.81954887218045,63
1426269,2024-04-16,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,Rajasthan Royals,171.24242424242425,173.0810810810811,6.9393939393939394,5.621621621621622,8.553988047320104,8.585854341073674,9.999196276466856,10.6221758873849,33,37,223,6,10.372093023255815,39,224,8,10.338461538461537,62
1426270,2024-04-17,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Delhi Capitals,172.4102564102564,164.76470588235293,5.282051282051282,6.647058823529412,8.46570683000353,8.26380376797006,10.714126092590774,9.430570184117096,39,34,89,10,4.767857142857142,8,92,4,10.036363636363637,0
1426271,2024-04-18,Mumbai Indians,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,Mumbai Indians,175.38888888888889,175.2058823529412,6.25,6.9411764705882355,8.757370849367666,8.504349085172757,10.234056842440868,10.104719929889807,36,34,192,7,9.216000000000001,44,183,10,8.645669291338582,18
1426272,2024-04-19,Chennai Super Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Lucknow Super Giants,173.28571428571428,168.63888888888889,5.571428571428571,6.388888888888889,8.546136401128658,8.188182781120865,9.99939891962578,9.823445591764557,35,36,176,6,8.585365853658537,63,180,2,8.709677419354838,34
1426273,2024-04-20,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Sunrisers Hyderabad,172.08823529411765,162.68571428571428,6.0,6.571428571428571,8.561753434847585,8.314448335638449,10.517486298199925,9.430570184117096,34,35,266,7,12.975609756097562,56,199,10,9.78688524590164,20
1426274,2024-04-21,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Kolkata Knight Riders,172.76470588235293,189.57142857142858,6.911764705882353,6.571428571428571,8.60746172308292,8.989018039111135,9.977155025554206,10.671971965742822,34,7,222,6,10.325581395348838,67,221,10,10.693548387096774,40
1426275,2024-04-21,Punjab Kings,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,bat,Gujarat Titans,175.42857142857142,170.325,7.0285714285714285,5.4,8.508386805348923,8.373260587824868,9.962152659287085,10.576157047481608,35,40,142,10,6.926829268292683,35,146,7,7.551724137931035,41
1426276,2024-04-22,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Rajasthan Royals,175.83783783783784,174.42105263157896,6.27027027027027,5.684210526315789,8.769766231817188,8.631975583110197,10.221020297736208,10.727476356536542,37,38,179,9,8.390625,28,183,1,9.384615384615385,23
1426277,2024-04-23,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,field,Lucknow Super Giants,173.36111111111111,168.94594594594594,5.583333333333333,6.27027027027027,8.547226108143377,8.202277230802865,10.117063657283845,9.807710782649206,36,37,210,4,10.327868852459018,56,213,4,10.390243902439025,56
1426278,2024-04-24,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,field,Delhi Capitals,163.69444444444446,169.73170731707316,6.666666666666667,5.439024390243903,8.355349360923539,8.353223113437213,9.338958986751422,10.635437331820883,36,41,224,4,10.926829268292684,81,220,8,10.64516129032258,68
1426279,2024-04-25,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,193.5,174.77142857142857,7.0,6.0285714285714285,9.20208433260934,8.687863615454727,10.53797547002497,10.61991317178228,8,35,206,7,9.888,49,171,8,7.953488372093023,30
1426280,2024-04-26,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,Punjab Kings,174.17142857142858,174.5,6.885714285714286,7.111111111111111,8.656550856576231,8.464454651541807,10.076841255885194,9.916206992837465,35,36,261,6,11.954198473282444,55,262,2,13.551724137931036,52
1426281,2024-04-27,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Delhi Capitals,165.32432432432432,175.92105263157896,6.594594594594595,6.342105263157895,8.424848817879461,8.759788830979893,9.627560158558525,10.109942573416376,37,38,257,4,12.141732283464567,58,247,9,11.578125,60
1426282,2024-04-27,Lucknow Super Giants,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,field,Rajasthan Royals,170.10526315789474,174.64102564102564,6.2105263157894735,5.564102564102564,8.259855301109079,8.651274039559047,9.959516796262484,10.669074235521638,38,39,196,5,9.1875,40,199,3,10.293103448275863,39
1426283,2024-04-28,Gujarat Titans,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,170.92857142857142,194.88888888888889,5.5,7.0,8.407793070029722,9.278297184541636,10.758775633296171,10.576965849898738,42,9,200,3,9.23076923076923,52,206,1,12.36,0
1426284,2024-04-28,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,field,Chennai Super Kings,174.35135135135135,174.66666666666666,5.54054054054054,6.083333333333333,8.595351587719476,8.667464303139125,10.212004695647163,10.50696327163612,37,36,212,3,10.095238095238095,53,134,10,6.931034482758621,16
1426285,2024-04-29,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Delhi Capitals,bat,Kolkata Knight Riders,167.73684210526315,176.58333333333334,6.526315789473684,6.861111111111111,8.522661540658017,8.748152179262513,9.73192280372677,10.17758831214696,38,36,153,9,7.285714285714286,25,157,3,9.326732673267328,6
1426286,2024-04-30,Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Lucknow Super Giants,177.74358974358975,170.76923076923077,6.410256410256411,6.17948717948718,8.832053860954769,8.283641062619102,10.210921256463335,9.93982091611402,39,39,144,7,6.857142857142857,38,145,6,7.131147540983607,23
1426287,2024-05-01,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,field,Punjab Kings,175.3421052631579,176.86486486486487,5.473684210526316,6.972972972972973,8.634822285285754,8.601948421444218,10.255498392373013,10.157256540941269,38,37,162,7,7.534883720930233,51,163,3,8.431034482758621,17
1426288,2024-05-02,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,173.56756756756758,175.25,6.1891891891891895,5.5,8.620533767453166,8.692319774776967,10.371965925855378,10.732072229156188,37,40,201,3,9.421875,55,200,7,9.090909090909092,40
1426289,2024-05-03,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,176.05405405405406,176.9,6.756756756756757,6.425,8.763789489911293,8.782681085859469,10.234538677392369,10.182212802345878,37,40,169,10,8.112,36,145,10,7.372881355932203,21
1426290,2024-05-04,Gujarat Titans,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,171.6046511627907,196.0,5.441860465116279,6.4,8.426932050512036,9.586467466087473,10.76792043114286,10.576965849898738,43,10,147,10,7.289256198347107,26,152,6,10.987951807228916,0
1426291,2024-05-05,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Chennai Super Kings,175.0,176.5,5.512820512820513,6.868421052631579,8.606618732353562,8.59745068621565,10.25399843582239,10.052193859248455,39,38,167,9,8.016,45,139,9,6.725806451612903,34
1426292,2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Kolkata Knight Riders,175.8684210526316,170.125,6.842105263157895,6.175,8.746637134913627,8.254828724578218,10.186219323531994,9.851179012306506,38,40,235,6,10.930232558139535,57,137,10,7.980582524271844,0
1426293,2024-05-06,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,174.28947368421052,176.1219512195122,6.105263157894737,6.512195121951219,8.641621694625451,8.74829572659295,10.463264144075502,10.111175671667327,38,41,173,8,7.923664122137405,48,174,3,9.666666666666666,25
1426294,2024-05-07,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,Delhi Capitals,167.35897435897436,175.85365853658536,6.589743589743589,5.536585365853658,8.490944944377409,8.702041465414336,9.631060025247669,10.683567404412312,39,41,221,8,10.958677685950413,57,201,8,9.206106870229009,31
1426295,2024-05-08,Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,bat,Sunrisers Hyderabad,169.3170731707317,174.25641025641025,6.2682926829268295,6.153846153846154,8.248139792863428,8.623212526100115,9.598584678657621,10.449258100356637,41,39,165,4,8.048780487804878,53,167,0,16.7,0
1426296,2024-05-09,Royal Challengers Bengaluru,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Royal Challengers Bengaluru,192.0,175.53846153846155,6.363636363636363,6.923076923076923,9.713875133463967,8.549459808405324,10.576965849898738,9.992571156191845,11,39,241,7,11.385826771653543,56,181,10,10.342857142857143,7
1426297,2024-05-10,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,field,Gujarat Titans,171.04545454545453,174.8,5.545454545454546,5.6,8.401075781144652,8.591853264044726,10.682408539509517,10.247314266458645,44,40,231,3,11.088000000000001,35,196,8,9.483870967741934,34
1426298,2024-05-11,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,field,Kolkata Knight Riders,177.3846153846154,176.07142857142858,6.82051282051282,6.428571428571429,8.80262676115019,8.77016170135661,10.259173657153601,10.27506294654231,39,42,157,7,9.515151515151516,0,139,8,8.176470588235293,0
1426299,2024-05-12,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,bat,Chennai Super Kings,176.45238095238096,175.3170731707317,5.595238095238095,5.658536585365853,8.714043022671827,8.613609793403194,10.608347727376099,10.1937933878315,42,41,141,5,6.82258064516129,38,145,5,7.565217391304348,24
1426300,2024-05-12,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bengaluru,196.08333333333334,168.7,6.416666666666667,6.625,9.85320443664643,8.552638262916734,10.763713709353308,9.752611077214835,12,40,187,9,8.834645669291339,40,140,10,7.0,10
1426302,2024-05-14,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,field,Delhi Capitals,168.0,169.21428571428572,6.7073170731707314,6.214285714285714,8.514769036991934,8.243393142742987,9.57247419644709,9.676620061691182,41,42,208,4,9.75,54,189,9,9.072000000000001,40
1426303,2024-05-15,Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,bat,Punjab Kings,175.62790697674419,175.675,5.5813953488372094,7.0,8.67005552552042,8.594294741766618,10.571139034191694,9.887503494186797,43,40,144,9,7.140495867768594,31,145,5,7.631578947368421,33
1426305,2024-05-17,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Lucknow Super Giants,169.67441860465115,175.2093023255814,6.27906976744186,6.465116279069767,8.26266306965594,8.75635493128402,9.674751279698715,10.27506294654231,43,43,214,6,9.876923076923076,44,196,6,9.116279069767442,61
1426306,2024-05-18,Royal Challengers Bengaluru,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Royal Challengers Bengaluru,195.3846153846154,174.5952380952381,6.615384615384615,5.642857142857143,9.774853762234502,8.588648069543698,10.657921553957552,10.19609141027857,13,42,218,5,10.299212598425196,63,191,7,9.095238095238095,53
1426307,2024-05-19,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,bat,Sunrisers Hyderabad,174.9268292682927,174.075,6.951219512195122,6.0,8.570813868732516,8.825132212947612,9.932620297503274,10.449258100356637,41,40,214,5,10.272,40,215,6,10.573770491803279,26
1426309,2024-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,bat,Kolkata Knight Riders,175.0731707317073,176.875,6.0,6.825,8.867781927066043,8.820439880000224,10.381328405475697,10.259173657153601,41,40,159,10,7.693548387096774,33,164,2,11.714285714285714,0
1426310,2024-05-22,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Rajasthan Royals,197.0,174.9090909090909,6.5,5.659090909090909,9.812307964819551,8.63529280602606,10.89476142446109,10.502330765065068,14,44,172,8,8.459016393442623,38,174,6,8.77310924369748,31
1426311,2024-05-24,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,field,Sunrisers Hyderabad,174.6904761904762,174.88888888888889,6.095238095238095,5.666666666666667,8.839823985638203,8.63835539352987,10.357509481053091,10.473703842087328,42,45,175,9,8.26771653543307,39,139,7,6.725806451612903,26
1426312,2024-05-26,Sunrisers Hyderabad,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,bat,Kolkata Knight Riders,174.69767441860466,176.5609756097561,6.162790697674419,6.7073170731707314,8.826519161214827,8.891021485714504,10.31626941240952,10.259173657153601,43,41,113,10,5.794871794871795,15,114,2,10.208955223880597,0
1473438,2025-03-22,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,175.07142857142858,195.33333333333334,6.595238095238095,6.6,8.922400860432745,9.722088526727756,10.259173657153601,10.78747208411793,42,15,174,8,8.419354838709676,23,177,3,10.727272727272727,10
1473439,2025-03-23,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,field,Sunrisers Hyderabad,173.29545454545453,174.1086956521739,6.25,5.695652173913044,8.757618084707032,8.596778242618631,10.213501093066437,10.375245613201576,44,46,286,6,12.902255639097744,67,242,6,11.255813953488373,69
1473440,2025-03-23,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Chennai Super Kings,175.6818181818182,174.97674418604652,6.454545454545454,5.674418604651163,8.764535025340463,8.60042923293194,10.343266986173681,10.245717698583219,44,43,155,9,7.44,37,158,6,8.033898305084746,33
1473441,2025-03-24,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,field,Delhi Capitals,170.6818181818182,168.95238095238096,6.2727272727272725,6.642857142857143,8.29935079709383,8.544179298015937,9.695828630182078,9.67066234153591,44,42,209,8,10.032,33,211,9,10.462809917355372,43
1473442,2025-03-25,Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,Punjab Kings,175.85714285714286,172.37777777777777,6.904761904761905,5.488888888888889,8.61131830042936,8.460785208230327,9.915074020834924,10.623192960814372,42,45,243,5,11.571428571428571,77,232,5,10.875,50
1473443,2025-03-26,Rajasthan Royals,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",Kolkata Knight Riders,field,Kolkata Knight Riders,175.5531914893617,175.04651162790697,5.702127659574468,6.627906976744186,8.653353470509478,8.910702115741511,10.475483537576865,10.13034012409207,47,43,151,9,7.306451612903225,39,153,2,8.345454545454546,28
1473444,2025-03-27,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,field,Lucknow Super Giants,175.8,171.53333333333333,6.2444444444444445,6.311111111111111,8.849721141471269,8.337854112713966,10.349931300204426,9.647446211233301,45,45,190,9,8.976377952755906,34,193,5,10.924528301886792,4
1473445,2025-03-28,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Royal Challengers Bengaluru,194.1875,174.5909090909091,6.375,5.681818181818182,9.784912539261818,8.587553530026321,12.159795506680934,10.249892339845022,16,44,196,7,9.1875,43,146,8,7.180327868852459,45
1473446,2025-03-29,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Gujarat Titans,173.67391304347825,175.22222222222223,5.478260869565218,6.511111111111111,8.513268138486188,8.73510091366623,10.625217244224846,10.317236819836213,46,45,196,8,9.046153846153846,45,160,6,7.559055118110236,40
1473447,2025-03-30,Sunrisers Hyderabad,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Sunrisers Hyderabad,bat,Delhi Capitals,176.1086956521739,169.93023255813952,6.304347826086956,6.6976744186046515,8.85247455041224,8.588798614744759,10.307887407017962,9.734444096271968,46,43,163,10,8.218487394957984,14,166,3,10.16326530612245,0
1473448,2025-03-30,Rajasthan Royals,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",Chennai Super Kings,field,Rajasthan Royals,175.04166666666666,173.95555555555555,5.770833333333333,5.733333333333333,8.625293015142681,8.556281848666902,10.435287607112194,10.262685541243975,48,45,182,9,8.598425196850393,29,176,6,8.585365853658537,47
1473449,2025-03-31,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,174.54545454545453,174.8913043478261,6.5227272727272725,6.5,8.897855580053172,8.70953470071936,10.237830676200623,10.30055689379351,44,46,116,10,6.823529411764706,6,121,2,9.075,0
1473450,2025-04-01,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,field,Punjab Kings,172.0,177.41860465116278,6.282608695652174,6.8604651162790695,8.39408616030468,8.680158074173528,9.973640615523452,10.090587120597757,46,43,171,7,8.274193548387096,46,177,2,10.514851485148515,6
1473451,2025-04-02,Royal Challengers Bengaluru,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,field,Gujarat Titans,194.2941176470588,174.14893617021278,6.411764705882353,5.531914893617022,9.749770625187594,8.524606132266351,11.986179509939241,10.603861589847288,17,47,169,8,8.24390243902439,50,170,2,9.444444444444445,29
1473452,2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,Kolkata Knight Riders,173.24444444444444,175.82978723404256,6.6,6.382978723404255,8.851759442980095,8.83898546199832,10.44761903630331,10.18862716398619,45,47,200,6,9.75609756097561,66,120,10,6.857142857142857,3
